t,cond,hitObj,x,y,z
7.508,1,Collider,6.49,-1.05,-1.80
7.508,1,Collider,6.49,-1.05,-1.80
7.508,1,Collider,6.49,-1.05,-1.80
7.508,1,Collider,6.49,-1.05,-1.80
7.508,1,Collider,6.49,-1.05,-1.80
7.508,1,Collider,6.49,-1.05,-1.80
7.508,1,Collider,6.49,-1.05,-1.80
7.508,1,Collider,6.49,-1.05,-1.80
7.508,1,Collider,6.49,-1.05,-1.80
7.508,1,Collider,6.49,-1.05,-1.80
7.508,1,Collider,6.49,-1.05,-1.80
7.508,1,Collider,6.49,-1.05,-1.80
7.508,1,Collider,6.49,-1.05,-1.80
7.508,1,Collider,6.49,-1.05,-1.80
7.508,1,Collider,6.49,-1.05,-1.80
7.508,1,Collider,6.49,-1.05,-1.80
7.508,1,Collider,6.49,-1.05,-1.80
7.508,1,Collider,6.49,-1.05,-1.80
7.508,1,Collider,6.49,-1.05,-1.80
7.508,1,Collider,6.49,-1.05,-1.80
7.508,1,Collider,6.49,-1.05,-1.80
7.508,1,Collider,6.49,-1.05,-1.80
7.508,1,Collider,6.49,-1.05,-1.80
7.508,1,Collider,6.49,-1.05,-1.80
7.508,1,Collider,6.49,-1.05,-1.80
7.508,1,Collider,6.49,-1.05,-1.80
7.508,1,Collider,6.49,-1.05,-1.80
7.508,1,Collider,6.49,-1.05,-1.80
7.508,1,Collider,6.49,-1.05,-1.80
7.508,1,Collider,6.49,-1.05,-1.80
7.508,1,Collider,6.49,-1.05,-1.80
7.508,1,Collider,6.49,-1.05,-1.80
7.508,1,Collider,6.49,-1.05,-1.80
7.508,1,Collider,6.49,-1.05,-1.80
7.508,1,Collider,6.49,-1.05,-1.80
7.508,1,Collider,6.49,-1.05,-1.80
7.508,1,Collider,6.49,-1.05,-1.80
7.508,1,Collider,6.49,-1.05,-1.80
7.508,1,Collider,6.49,-1.05,-1.80
7.508,1,Collider,6.49,-1.05,-1.80
7.508,1,Collider,6.49,-1.05,-1.80
7.508,1,Collider,6.49,-1.05,-1.80
7.508,1,Collider,6.49,-1.05,-1.80
7.508,1,Collider,6.49,-1.05,-1.80
7.508,1,Collider,6.49,-1.05,-1.80
7.508,1,Collider,6.49,-1.05,-1.80
7.508,1,Collider,6.49,-1.05,-1.80
7.508,1,Collider,6.49,-1.05,-1.80
7.508,1,Collider,6.49,-1.05,-1.80
7.508,1,Collider,6.49,-1.05,-1.80
7.508,1,Collider,6.49,-1.05,-1.80
7.508,1,Collider,6.49,-1.05,-1.80
